id,name,summary,provider,language,url,thumbnail,tags
180,Engager les Communautés pour l'Action Collective,"Si vous travaillez présentement avec les communautés pour renforcer l’action dirigée par les communautés et apporter un changement social positif, ce cours est pour vous!","Save the Children, Humanitarian Leadership Academy",fr,https://kayaconnect.org/course/info.php?id=4957,https://kayaconnect.org/pluginfile.php/1056360/course/overviewfiles/Engager les communautés pour laction collective image du cours.jpg,"humanitarian-essentials, principles-practices-and-standards"
181,Engaging Communities for Collective Action,"If you are currently working with communities to foster community-led action and advance positive social change, this course is for you! ","Save the Children, Humanitarian Leadership Academy",en,https://kayaconnect.org/course/info.php?id=4952,https://kayaconnect.org/pluginfile.php/1052931/course/overviewfiles/Engaging communities course image.jpg,"humanitarian-essentials, principles-practices-and-standards"
182, Environment in Humanitarian Action,"The course provides humanitarian actors with information on how to effectively integrate environmental issues into humanitarian response and early recovery strategies. It highlights the key opportunities, misconceptions and challenges for mainstreaming environmental issues into humanitarian action.",UNOCHA - United Nations Office for the Coordination of Humanitarian Affairs,en,https://kayaconnect.org/course/info.php?id=1921,https://kayaconnect.org/pluginfile.php/187673/course/overviewfiles/Course image_Environment in Humanitarian Action.JPG,"coordination, disaster-management-and-risk-reduction, education, food-security-and-nutrition, health, humanitarian-essentials, logistics, management-essentials, principles-practices-and-standards, programmatic-support, programme-design, project-management, protection, shelter, technical-sectors, water-sanitation-and-hygiene-(wash)"
183,Environnement dans l’Action Humanitaire,"Ce cours fournit aux acteurs humanitaires des informations pour intégrer de manière efficace les questions environnementales dans la réponse humanitaire et les stratégies de premier redressement. Il souligne les opportunités clés, les idées reçues et les défis pour intégrer les questions environnementales dans l’action humanitaire.",UNOCHA - United Nations Office for the Coordination of Humanitarian Affairs,fr,https://kayaconnect.org/course/info.php?id=1922,https://kayaconnect.org/pluginfile.php/187731/course/overviewfiles/Course image_Environment in Humanitarian Action.JPG,"coordination, disaster-management-and-risk-reduction, education, food-security-and-nutrition, health, humanitarian-essentials, logistics, management-essentials, principles-practices-and-standards, programmatic-support, project-management, shelter, technical-sectors, water-sanitation-and-hygiene-(wash)"
184,"Equality, Diversity and Inclusion","During humanitarian crises vulnerable people can often be overlooked. Understanding how to promote equality, diversity and inclusion is crucial in effectively supporting people of all ages and backgrounds in a non-discriminatory and equitable manner. This course is designed to improve your equality, diversity and inclusion knowledge.","FIELD Programme, Save the Children, Humanitarian Leadership Academy, World Vision",en,https://kayaconnect.org/course/info.php?id=1653,https://kayaconnect.org/pluginfile.php/165071/course/overviewfiles/Cross-CuttingSubjectsImage.png,"diversity-and-equality, health-and-safety, humanitarian-essentials, principles-practices-and-standards, programmatic-support, security"
185,Equality in the Workplace,"Learn why equality is important in the workplace, to identify expectations of professional behaviour and your responsibilities.",Learning Pool,en,https://kayaconnect.org/course/info.php?id=388,https://kayaconnect.org/pluginfile.php/5643/course/overviewfiles/equality.jpg,"communication-and-language-skills, diversity-and-equality, hr-recruitment-and-deployment, humanitarian-essentials, management-essentials, programmatic-support, staff-welfare"
186,Esfera en la Práctica,Ce cours de 8 à 10 heures vous permet d’en apprendre advantage sur les standards humanitaires de manière à la fois interactive et attrayante.,Sphere,es,https://kayaconnect.org/course/info.php?id=11884,https://kayaconnect.org/pluginfile.php/1522052/course/overviewfiles/sphere-image2.png,"humanitarian-essentials, principles-practices-and-standards, programmatic-support, programme-design"
187,"Eşitlik, Çeşitlilik ve Kapsayıcılık","İnsani krizlerde hassas kişiler çoğu zaman göz ardı edilme tehlikesiyle karşı karşıya kalır. Eşitliğin, çeşitliliğin ve kapsayıcılığın nasıl teşvik edilebileceğini anlamak, yaşı ve geçmişi ne olursa olsun insanların,  aralarında ayrım gözetilmeden, adil ve etkin bir şekilde desteklenmesi için hayati önem taşır. Bu kurs; eşitlik, çeşitlilik ve kapsa","FIELD Programme, Save the Children, Humanitarian Leadership Academy, World Vision",tur,https://kayaconnect.org/course/info.php?id=5910,https://kayaconnect.org/pluginfile.php/1226250/course/overviewfiles/SS_SummaryImage.png,"diversity-and-equality, humanitarian-essentials, security"
188,Espace des facilitateurs – Télécharger le matériel de formation et échanger,Cette communauté permet aux formateurs et aux facilitateurs d’accéder à un large éventail de matériel du CaLP pour les formations en face à face.,CALP Network (CALP),fr,https://kayaconnect.org/course/info.php?id=3848,https://kayaconnect.org/pluginfile.php/565857/course/overviewfiles/Training2.jpg,"accountability, budgets-and-finance, cash, coaching-and-mentoring-others, communications, coordination, disaster-management-and-risk-reduction, humanitarian-essentials, information-management-and-technology, leadership-skills, logistics, management-essentials, monitoring-and-evaluation, programmatic-support, programme-design, project-management, quality-and-governance, security, technical-sectors, training-design-and-facilitation"
189,Espacio del Facilitador - Descargar y Discutir,Esta comunidad es para que los capacitadores y facilitadores accedan a una amplia gama de materiales de capacitación cara a cara de CALP.,CALP Network (CALP),"ar, en, es, fr",https://kayaconnect.org/course/info.php?id=4401,https://kayaconnect.org/pluginfile.php/722631/course/overviewfiles/Training2.jpg,"accountability, budgets-and-finance, cash, coaching-and-mentoring-others, communications, coordination, disaster-management-and-risk-reduction, humanitarian-essentials, information-management-and-technology, leadership-skills, logistics, management-essentials, monitoring-and-evaluation, programmatic-support, programme-design, project-management, quality-and-governance, safety-and-security, security, technical-sectors, training-design-and-facilitation"
190,Essentiels de la sûreté,"Une voie interactive, axée sur des scénarios, qui vous permettra de mieux comprendre ce qu'est la sûreté dans le secteur humanitaire et du développement. ",Humanitarian Leadership Academy,fr,https://kayaconnect.org/course/info.php?id=2184,https://kayaconnect.org/pluginfile.php/202200/course/overviewfiles/course-image.jpg,"accountability, hr-recruitment-and-deployment, humanitarian-essentials, management-essentials, principles-practices-and-standards, programmatic-support, programme-design, protection, staff-welfare, technical-sectors"
191,Estándares mínimos interagenciales sobre violencia de género para programas en situaciones de emergencia,Este curso de formación ha sido diseñado para ayudar a quienes trabajan en el ámbito de la violencia de género a conocer mejor los Estándares mínimos interagenciales para programas contra la violencia de género en situaciones de emergencia. Este curso abarca los 16 estándares mínimos para la prevención y respuesta a la violencia de género.,"International Rescue Committee (IRC), United States Agency for International Development (USAID)",es,https://kayaconnect.org/course/info.php?id=5096,https://kayaconnect.org/pluginfile.php/1154430/course/overviewfiles/GBV MS Cover Imgae.jpg,"humanitarian-essentials, principles-practices-and-standards, programmatic-support, programme-design, psychosocial-and-psychological-first-aid, technical-sectors"
192,ESU de qualité & intégrée (1.3),"Ce cours examine le concept de l'éducation de qualité dans les situations d'urgences, les cadres pour l'analyser et la promouvoir (en particulier l'INEE) ainsi que les défis pour y parvenir dans ces contextes.L'intégration étant si importante pour garantir un environnement d'apprentissage de qualité aux enfants en situation d'urgence, cette partie ","Humanity & Inclusion, IKEA Foundation, INEE (Inter-agency Network for Education in Emergencies), Plan International, Right To Play, Save the Children, Humanitarian Leadership Academy, The MHPSS Collaborative, Unicef, University of Geneva, War Child, World Vision",fr,https://kayaconnect.org/course/info.php?id=3102,https://kayaconnect.org/pluginfile.php/398415/course/overviewfiles/Unit 3 Into 1-100.jpg,"coronavirus, technical-sectors"
193,Etkilenen İnsanlara Hesap Verebilirlik ,Bu kurs kapsamında hesap verebilirliğe ilişkin önemli kavramlar tanıtılır ve davranışlarınız konusunda insani yardım müdahalelerinizden etkilenen kişilere her zaman hesap verebilmenize yardımcı bilgiler sunulur.,"CDAC Network, CHS Alliance, Humanitarian Leadership Academy, Sphere",tur,https://kayaconnect.org/course/info.php?id=5383,https://kayaconnect.org/pluginfile.php/1202429/course/overviewfiles/APOPULATIONS.png,"communications, humanitarian-essentials, monitoring-and-evaluation, programmatic-support, programme-design, protection, quality-and-governance, technical-sectors"
